From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Temp
06-11-2017 00:00,07-11-2017 00:00,42.44,95.36,13.96,29.9,2.55,26.18
07-11-2017 00:00,08-11-2017 00:00,36.12,86.24,13.76,29.25,2.35,25.08
08-11-2017 00:00,09-11-2017 00:00,33.18,84.15,13.84,28.04,2.13,24.73
09-11-2017 00:00,10-11-2017 00:00,38.8,91.48,14.36,28.55,2.27,24.6
10-11-2017 00:00,11-11-2017 00:00,47.88,98.39,14.42,27.33,2.27,24.26
11-11-2017 00:00,12-11-2017 00:00,48.42,107.51,14.83,28.18,2.39,23.44
12-11-2017 00:00,13-11-2017 00:00,96.73,265.46,15.79,25.35,2.08,22.53
13-11-2017 00:00,14-11-2017 00:00,41.56,99.56,14.35,24.51,1.97,23.16
14-11-2017 00:00,15-11-2017 00:00,37.51,94.92,13.3,25.63,2.12,23.27
15-11-2017 00:00,16-11-2017 00:00,42.44,101.05,13.49,26.17,2.0,23.65
16-11-2017 00:00,17-11-2017 00:00,134.31,294.22,14.57,27.53,1.44,23.13
17-11-2017 00:00,18-11-2017 00:00,51.35,176.05,15.45,25.27,1.4,23.76
18-11-2017 00:00,19-11-2017 00:00,46.84,114.33,15.58,26.77,1.46,24.04
19-11-2017 00:00,20-11-2017 00:00,25.44,59.51,7.9,14.23,0.65,24.32
20-11-2017 00:00,21-11-2017 00:00,0.0,0.0,0.0,0.0,0.39,36.8
21-11-2017 00:00,22-11-2017 00:00,0.0,0.0,0.0,0.0,1.27,67.9
22-11-2017 00:00,23-11-2017 00:00,0.0,0.0,0.0,0.0,1.29,70.14
23-11-2017 00:00,24-11-2017 00:00,0.0,0.0,0.0,0.0,1.14,56.94
24-11-2017 00:00,25-11-2017 00:00,0.0,0.0,0.0,0.0,1.14,53.61
25-11-2017 00:00,26-11-2017 00:00,0.0,0.0,0.0,0.0,1.5,58.68
26-11-2017 00:00,27-11-2017 00:00,0.0,0.0,0.0,0.0,1.56,58.74
27-11-2017 00:00,28-11-2017 00:00,0.0,0.0,0.0,0.0,1.48,55.65
28-11-2017 00:00,29-11-2017 00:00,0.0,0.0,0.0,0.0,1.53,52.77
29-11-2017 00:00,30-11-2017 00:00,0.0,0.0,0.0,0.0,1.53,52.97
30-11-2017 00:00,01-12-2017 00:00,0.0,0.0,0.0,0.0,1.59,54.45
01-12-2017 00:00,02-12-2017 00:00,0.0,0.0,0.0,0.0,1.42,55.69
02-12-2017 00:00,03-12-2017 00:00,0.0,0.0,0.0,0.0,1.37,55.93
03-12-2017 00:00,04-12-2017 00:00,0.0,0.0,0.0,0.0,1.15,54.16
04-12-2017 00:00,05-12-2017 00:00,0.0,0.0,0.0,0.0,1.1,56.88
05-12-2017 00:00,06-12-2017 00:00,0.0,0.0,0.0,0.0,1.0,67.85
06-12-2017 00:00,07-12-2017 00:00,0.0,0.0,0.0,0.0,0.94,65.6
07-12-2017 00:00,08-12-2017 00:00,0.0,0.0,0.0,0.0,0.87,58.55
08-12-2017 00:00,09-12-2017 00:00,0.0,0.0,0.0,0.0,1.27,12.13
09-12-2017 00:00,10-12-2017 00:00,0.0,0.0,0.0,0.0,1.35,13.76
10-12-2017 00:00,11-12-2017 00:00,0.0,0.0,0.0,0.0,1.28,38.95
11-12-2017 00:00,12-12-2017 00:00,0.0,88.89,0.0,0.0,0.97,49.42
12-12-2017 00:00,13-12-2017 00:00,0.0,0.0,0.0,0.0,1.0,21.96
13-12-2017 00:00,14-12-2017 00:00,0.0,0.0,0.0,0.0,0.99,47.24
14-12-2017 00:00,15-12-2017 00:00,0.0,0.0,0.0,0.0,1.12,41.52
15-12-2017 00:00,16-12-2017 00:00,0.0,0.0,0.0,0.0,1.3,42.6
16-12-2017 00:00,17-12-2017 00:00,0.0,0.0,0.0,0.0,1.5,38.48
17-12-2017 00:00,18-12-2017 00:00,0.0,0.0,0.0,0.0,1.43,25.85
18-12-2017 00:00,19-12-2017 00:00,0.0,0.0,0.0,0.0,1.33,0.0
19-12-2017 00:00,20-12-2017 00:00,0.0,0.0,0.0,0.0,1.7,6.34
20-12-2017 00:00,21-12-2017 00:00,0.0,0.0,0.0,0.0,2.03,0.0
21-12-2017 00:00,22-12-2017 00:00,0.0,0.0,0.0,0.0,2.1,14.4
22-12-2017 00:00,23-12-2017 00:00,0.0,0.0,0.0,0.0,2.04,21.24
23-12-2017 00:00,24-12-2017 00:00,0.0,0.0,0.0,0.0,1.79,24.52
24-12-2017 00:00,25-12-2017 00:00,0.0,0.0,0.0,0.0,1.56,30.72
25-12-2017 00:00,26-12-2017 00:00,0.0,0.0,0.0,0.0,1.55,24.03
26-12-2017 00:00,27-12-2017 00:00,0.0,0.0,0.0,0.0,1.87,34.31
27-12-2017 00:00,28-12-2017 00:00,0.0,0.0,0.0,0.0,1.86,28.4
28-12-2017 00:00,29-12-2017 00:00,0.0,47.83,0.0,0.0,1.74,29.41
29-12-2017 00:00,30-12-2017 00:00,0.0,0.0,0.0,0.0,1.53,22.44
30-12-2017 00:00,31-12-2017 00:00,0.0,0.0,0.0,0.0,1.78,6.02
31-12-2017 00:00,01-01-2018 00:00,0.0,0.0,0.0,0.0,1.63,29.86
01-01-2018 00:00,02-01-2018 00:00,0.0,0.0,0.0,0.0,1.21,31.85
02-01-2018 00:00,03-01-2018 00:00,0.0,0.0,0.0,0.0,1.54,34.09
03-01-2018 00:00,04-01-2018 00:00,0.0,0.0,0.0,0.0,1.5,32.48
04-01-2018 00:00,05-01-2018 00:00,0.0,0.0,0.0,0.0,1.76,32.66
05-01-2018 00:00,06-01-2018 00:00,0.0,0.0,0.0,0.0,1.4,34.05
06-01-2018 00:00,07-01-2018 00:00,0.0,0.0,0.0,0.0,1.16,18.61
07-01-2018 00:00,08-01-2018 00:00,0.0,0.0,0.0,0.0,1.08,32.9
08-01-2018 00:00,09-01-2018 00:00,0.0,0.0,0.0,0.0,1.29,35.03
09-01-2018 00:00,10-01-2018 00:00,0.0,0.0,0.0,0.0,1.39,33.75
10-01-2018 00:00,11-01-2018 00:00,0.0,0.0,0.0,0.0,1.76,29.02
11-01-2018 00:00,12-01-2018 00:00,0.0,83.33,0.0,0.0,1.85,33.41
12-01-2018 00:00,13-01-2018 00:00,0.0,0.0,0.0,0.0,1.6,28.49
13-01-2018 00:00,14-01-2018 00:00,0.0,0.0,0.0,0.0,1.55,18.0
14-01-2018 00:00,15-01-2018 00:00,0.0,0.0,0.0,0.0,1.38,31.2
15-01-2018 00:00,16-01-2018 00:00,0.0,0.0,0.0,0.0,1.48,29.63
16-01-2018 00:00,17-01-2018 00:00,0.0,0.0,0.0,0.0,1.27,27.17
17-01-2018 00:00,18-01-2018 00:00,0.0,0.0,0.0,0.0,1.16,24.19
18-01-2018 00:00,19-01-2018 00:00,0.0,0.0,0.0,0.0,1.35,18.59
19-01-2018 00:00,20-01-2018 00:00,0.0,0.0,0.0,0.0,1.34,19.83
20-01-2018 00:00,21-01-2018 00:00,0.0,0.0,0.0,0.0,1.28,0.0
21-01-2018 00:00,22-01-2018 00:00,0.0,0.0,0.0,0.0,1.21,21.4
22-01-2018 00:00,23-01-2018 00:00,0.0,0.0,0.0,0.0,1.18,26.77
23-01-2018 00:00,24-01-2018 00:00,0.0,0.0,0.0,0.0,1.02,30.06
24-01-2018 00:00,25-01-2018 00:00,0.0,0.0,0.0,0.0,1.3,33.47
25-01-2018 00:00,26-01-2018 00:00,0.0,0.0,0.0,0.0,1.34,27.98
26-01-2018 00:00,27-01-2018 00:00,0.0,0.0,0.0,0.0,1.3,25.37
27-01-2018 00:00,28-01-2018 00:00,0.0,0.0,0.0,0.0,1.27,0.0
28-01-2018 00:00,29-01-2018 00:00,0.0,0.0,0.0,0.0,1.31,0.0
29-01-2018 00:00,30-01-2018 00:00,0.0,0.0,0.0,0.0,1.67,1.53
30-01-2018 00:00,31-01-2018 00:00,0.0,0.0,0.0,0.0,1.81,21.19
31-01-2018 00:00,01-02-2018 00:00,0.0,0.0,0.0,0.0,1.56,19.23
01-02-2018 00:00,02-02-2018 00:00,0.0,0.0,0.0,0.0,1.56,14.09
02-02-2018 00:00,03-02-2018 00:00,0.0,0.0,0.0,0.0,1.41,0.0
03-02-2018 00:00,04-02-2018 00:00,0.0,0.0,0.0,0.0,1.43,0.0
04-02-2018 00:00,05-02-2018 00:00,0.0,0.0,0.0,0.0,1.21,0.08
05-02-2018 00:00,06-02-2018 00:00,0.0,0.0,0.0,0.0,1.33,2.73
06-02-2018 00:00,07-02-2018 00:00,0.0,0.0,0.0,0.0,1.46,0.0
07-02-2018 00:00,08-02-2018 00:00,0.0,0.0,0.0,0.0,1.23,0.0
08-02-2018 00:00,09-02-2018 00:00,0.0,58.54,0.0,0.0,1.05,9.24
09-02-2018 00:00,10-02-2018 00:00,0.0,0.0,0.0,0.0,0.99,22.39
10-02-2018 00:00,11-02-2018 00:00,0.0,13.89,0.0,0.0,1.3,0.0
11-02-2018 00:00,12-02-2018 00:00,0.0,81.94,0.0,0.0,1.0,13.04
12-02-2018 00:00,13-02-2018 00:00,0.0,0.0,0.0,0.0,1.02,20.9
13-02-2018 00:00,14-02-2018 00:00,0.0,0.0,0.0,0.0,1.12,23.99
14-02-2018 00:00,15-02-2018 00:00,0.0,0.0,0.0,0.0,1.32,15.07
15-02-2018 00:00,16-02-2018 00:00,0.0,0.0,0.0,0.0,1.39,21.87
16-02-2018 00:00,17-02-2018 00:00,0.0,0.0,0.0,0.0,1.34,20.7
17-02-2018 00:00,18-02-2018 00:00,0.0,0.0,0.0,0.0,1.2,16.87
18-02-2018 00:00,19-02-2018 00:00,0.0,0.0,0.0,0.0,1.14,19.42
19-02-2018 00:00,20-02-2018 00:00,0.0,0.0,0.0,0.0,1.2,8.78
20-02-2018 00:00,21-02-2018 00:00,0.0,0.0,0.0,0.0,1.41,6.56
21-02-2018 00:00,22-02-2018 00:00,0.0,21.28,0.0,0.0,1.44,9.25
22-02-2018 00:00,23-02-2018 00:00,0.0,0.0,0.0,0.0,1.19,8.28
23-02-2018 00:00,24-02-2018 00:00,0.0,0.0,0.0,0.0,1.22,7.66
24-02-2018 00:00,25-02-2018 00:00,0.0,77.78,0.0,0.0,1.24,15.18
25-02-2018 00:00,26-02-2018 00:00,0.0,0.0,0.0,0.0,1.24,1.47
26-02-2018 00:00,27-02-2018 00:00,0.0,56.94,0.0,0.0,1.26,0.0
27-02-2018 00:00,28-02-2018 00:00,0.0,0.0,0.0,0.0,1.51,0.0
28-02-2018 00:00,01-03-2018 00:00,0.0,0.0,0.0,0.0,1.28,0.0
01-03-2018 00:00,02-03-2018 00:00,0.0,0.0,0.0,0.42,1.25,0.0
02-03-2018 00:00,03-03-2018 00:00,0.0,0.0,0.0,0.0,1.22,0.0
03-03-2018 00:00,04-03-2018 00:00,0.0,0.0,0.0,4.77,1.08,0.0
04-03-2018 00:00,05-03-2018 00:00,0.0,0.0,0.0,0.0,1.01,0.0
05-03-2018 00:00,06-03-2018 00:00,0.0,0.0,0.0,0.0,1.24,0.0
06-03-2018 00:00,07-03-2018 00:00,0.0,0.0,0.0,0.0,1.38,4.56
07-03-2018 00:00,08-03-2018 00:00,0.0,0.0,0.0,0.0,1.07,3.68
08-03-2018 00:00,09-03-2018 00:00,0.0,0.0,0.0,0.0,1.05,13.47
09-03-2018 00:00,10-03-2018 00:00,0.0,0.0,0.0,0.0,1.23,16.79
10-03-2018 00:00,11-03-2018 00:00,0.0,0.0,0.0,0.0,1.14,1.52
11-03-2018 00:00,12-03-2018 00:00,0.0,0.0,0.0,0.0,1.12,1.02
12-03-2018 00:00,13-03-2018 00:00,0.0,0.0,0.0,0.0,1.3,0.0
13-03-2018 00:00,14-03-2018 00:00,0.0,0.0,0.0,0.29,0.98,0.0
14-03-2018 00:00,15-03-2018 00:00,0.0,0.0,0.0,0.28,1.02,0.0
15-03-2018 00:00,16-03-2018 00:00,0.0,0.0,0.0,0.0,1.08,0.0
16-03-2018 00:00,17-03-2018 00:00,0.0,0.0,0.0,0.0,1.01,0.0
17-03-2018 00:00,18-03-2018 00:00,0.0,0.0,0.0,0.0,1.07,5.03
18-03-2018 00:00,19-03-2018 00:00,0.0,0.0,0.0,0.0,0.95,21.5
19-03-2018 00:00,20-03-2018 00:00,0.0,0.0,0.0,0.0,0.91,24.99
20-03-2018 00:00,21-03-2018 00:00,0.0,0.0,0.0,0.0,0.91,16.1
21-03-2018 00:00,22-03-2018 00:00,0.0,0.0,0.0,0.0,0.88,0.0
22-03-2018 00:00,23-03-2018 00:00,0.0,0.0,0.0,0.0,0.88,7.47
23-03-2018 00:00,24-03-2018 00:00,0.0,0.0,0.0,0.0,0.92,1.13
24-03-2018 00:00,25-03-2018 00:00,0.0,0.0,0.0,0.0,1.07,16.03
25-03-2018 00:00,26-03-2018 00:00,0.0,0.0,0.0,0.0,1.45,0.0
26-03-2018 00:00,27-03-2018 00:00,0.0,0.0,0.0,0.0,1.23,0.0
27-03-2018 00:00,28-03-2018 00:00,0.0,0.0,0.0,2.12,0.97,11.97
28-03-2018 00:00,29-03-2018 00:00,0.0,0.0,0.0,0.0,0.89,23.0
29-03-2018 00:00,30-03-2018 00:00,0.0,42.11,0.0,0.0,0.86,18.72
30-03-2018 00:00,31-03-2018 00:00,0.0,0.0,0.0,0.0,0.87,0.0
31-03-2018 00:00,01-04-2018 00:00,0.0,81.94,0.0,0.0,0.85,12.18
01-04-2018 00:00,02-04-2018 00:00,0.0,0.0,0.0,0.0,0.89,4.93
02-04-2018 00:00,03-04-2018 00:00,0.0,0.0,0.0,0.0,0.98,2.4
03-04-2018 00:00,04-04-2018 00:00,0.0,0.0,0.0,0.0,1.03,0.0
04-04-2018 00:00,05-04-2018 00:00,0.0,0.0,0.0,0.0,1.08,6.91
05-04-2018 00:00,06-04-2018 00:00,0.0,166.67,0.0,0.0,0.95,3.14
06-04-2018 00:00,07-04-2018 00:00,0.0,0.0,0.0,0.0,0.97,0.0
07-04-2018 00:00,08-04-2018 00:00,0.0,0.0,0.0,0.0,0.98,0.0
08-04-2018 00:00,09-04-2018 00:00,0.0,0.0,0.0,0.0,0.99,0.0
09-04-2018 00:00,10-04-2018 00:00,0.0,0.0,0.0,0.0,1.03,0.0
10-04-2018 00:00,11-04-2018 00:00,0.0,0.0,0.0,0.0,1.0,0.0
11-04-2018 00:00,12-04-2018 00:00,0.0,0.0,0.0,0.0,1.01,0.0
12-04-2018 00:00,13-04-2018 00:00,0.0,0.0,0.0,0.0,0.89,0.3
13-04-2018 00:00,14-04-2018 00:00,0.0,0.0,0.0,0.56,0.92,0.0
14-04-2018 00:00,15-04-2018 00:00,0.0,0.0,0.0,0.0,0.88,0.0
15-04-2018 00:00,16-04-2018 00:00,0.0,0.0,0.0,0.0,0.87,0.0
16-04-2018 00:00,17-04-2018 00:00,0.0,0.0,0.0,0.0,0.94,8.43
17-04-2018 00:00,18-04-2018 00:00,0.0,0.0,0.0,0.0,0.97,17.11
18-04-2018 00:00,19-04-2018 00:00,0.0,11.35,0.0,0.0,0.92,2.31
19-04-2018 00:00,20-04-2018 00:00,0.0,0.0,0.0,0.0,0.93,18.78
20-04-2018 00:00,21-04-2018 00:00,0.0,0.0,0.0,0.0,0.89,0.0
21-04-2018 00:00,22-04-2018 00:00,0.0,0.0,0.0,0.0,0.86,9.22
22-04-2018 00:00,23-04-2018 00:00,0.0,0.0,0.0,0.0,0.91,0.0
23-04-2018 00:00,24-04-2018 00:00,0.0,0.0,0.0,0.0,0.96,0.0
24-04-2018 00:00,25-04-2018 00:00,0.0,0.0,0.0,0.0,0.91,3.47
25-04-2018 00:00,26-04-2018 00:00,0.0,0.0,0.0,0.0,0.92,0.0
26-04-2018 00:00,27-04-2018 00:00,0.0,0.0,0.0,0.0,0.96,0.0
27-04-2018 00:00,28-04-2018 00:00,0.0,0.0,0.0,0.0,1.0,0.0
28-04-2018 00:00,29-04-2018 00:00,0.0,0.0,0.0,0.0,0.98,5.15
29-04-2018 00:00,30-04-2018 00:00,0.0,0.0,0.0,0.0,0.89,1.12
30-04-2018 00:00,01-05-2018 00:00,0.0,0.0,0.0,0.0,0.87,2.08
01-05-2018 00:00,02-05-2018 00:00,0.0,0.0,0.0,0.0,0.88,0.0
02-05-2018 00:00,03-05-2018 00:00,0.0,0.0,0.0,0.0,0.87,0.04
03-05-2018 00:00,04-05-2018 00:00,0.0,0.0,0.0,0.0,0.93,7.1
04-05-2018 00:00,05-05-2018 00:00,0.0,0.0,0.0,0.0,1.02,0.0
05-05-2018 00:00,06-05-2018 00:00,0.0,0.0,0.0,1.3,1.02,2.68
06-05-2018 00:00,07-05-2018 00:00,0.0,0.0,0.0,0.0,0.95,9.16
07-05-2018 00:00,08-05-2018 00:00,0.0,0.0,0.0,0.0,0.98,0.0
08-05-2018 00:00,09-05-2018 00:00,0.0,0.0,0.0,0.0,0.98,0.0
09-05-2018 00:00,10-05-2018 00:00,0.0,0.0,0.0,0.0,1.02,0.0
10-05-2018 00:00,11-05-2018 00:00,0.0,0.0,0.0,0.0,1.04,9.08
11-05-2018 00:00,12-05-2018 00:00,81.94,81.94,0.0,0.0,0.93,20.94
12-05-2018 00:00,13-05-2018 00:00,28.85,28.85,0.0,0.0,0.74,0.0
13-05-2018 00:00,14-05-2018 00:00,0.0,0.0,0.0,0.0,1.04,4.18
14-05-2018 00:00,15-05-2018 00:00,0.0,0.0,0.0,0.66,1.02,22.65
15-05-2018 00:00,16-05-2018 00:00,0.0,81.94,0.0,0.58,1.09,20.52
16-05-2018 00:00,17-05-2018 00:00,0.0,0.0,0.0,0.0,1.11,21.4
17-05-2018 00:00,18-05-2018 00:00,145.96,151.23,0.0,0.0,1.05,26.28
18-05-2018 00:00,19-05-2018 00:00,163.89,165.28,0.0,0.0,1.07,8.59
19-05-2018 00:00,20-05-2018 00:00,83.15,84.59,0.0,0.0,1.02,20.83
20-05-2018 00:00,21-05-2018 00:00,0.0,0.0,0.0,0.0,0.96,15.4
21-05-2018 00:00,22-05-2018 00:00,0.0,0.0,0.0,0.0,1.1,0.0
22-05-2018 00:00,23-05-2018 00:00,0.0,0.0,0.0,0.0,1.1,4.3
23-05-2018 00:00,24-05-2018 00:00,0.0,0.0,0.0,0.0,1.06,0.0
24-05-2018 00:00,25-05-2018 00:00,0.0,0.0,0.0,0.0,1.09,6.62
25-05-2018 00:00,26-05-2018 00:00,0.0,0.0,0.0,0.0,1.08,17.27
26-05-2018 00:00,27-05-2018 00:00,0.0,0.0,0.0,0.0,1.15,9.9
27-05-2018 00:00,28-05-2018 00:00,0.0,0.0,0.0,0.0,1.1,16.52
28-05-2018 00:00,29-05-2018 00:00,0.0,0.0,0.0,0.0,1.11,19.99
29-05-2018 00:00,30-05-2018 00:00,0.0,0.0,0.0,0.0,1.06,18.77
30-05-2018 00:00,31-05-2018 00:00,0.0,0.0,0.0,0.0,1.1,13.59
31-05-2018 00:00,01-06-2018 00:00,0.0,0.0,0.0,0.0,1.15,25.88
01-06-2018 00:00,02-06-2018 00:00,0.0,0.0,0.0,0.0,1.09,15.68
02-06-2018 00:00,03-06-2018 00:00,0.0,0.0,0.0,0.0,1.06,46.54
03-06-2018 00:00,04-06-2018 00:00,0.0,0.0,0.0,0.0,0.97,19.58
04-06-2018 00:00,05-06-2018 00:00,0.0,0.0,0.0,0.0,1.04,22.56
05-06-2018 00:00,06-06-2018 00:00,0.0,0.0,0.0,0.0,1.11,29.2
06-06-2018 00:00,07-06-2018 00:00,0.0,0.0,0.0,0.0,1.09,29.44
07-06-2018 00:00,08-06-2018 00:00,0.0,0.0,0.0,0.0,1.11,31.91
08-06-2018 00:00,09-06-2018 00:00,0.0,0.0,0.0,0.0,1.07,32.91
09-06-2018 00:00,10-06-2018 00:00,0.0,0.0,0.0,0.0,1.05,30.51
10-06-2018 00:00,11-06-2018 00:00,0.0,0.0,0.0,0.0,1.04,34.36
11-06-2018 00:00,12-06-2018 00:00,0.0,0.0,0.0,0.0,1.07,36.54
12-06-2018 00:00,13-06-2018 00:00,0.0,0.0,0.0,0.0,1.09,32.47
13-06-2018 00:00,14-06-2018 00:00,0.0,0.0,0.0,0.0,1.11,15.54
14-06-2018 00:00,15-06-2018 00:00,32.34,51.76,5.88,15.81,1.11,6.15
15-06-2018 00:00,16-06-2018 00:00,31.0,73.76,13.1,35.24,1.08,19.96
16-06-2018 00:00,17-06-2018 00:00,28.1,63.17,13.33,35.84,1.04,25.78
17-06-2018 00:00,18-06-2018 00:00,24.41,42.03,13.19,35.47,1.01,48.16
18-06-2018 00:00,19-06-2018 00:00,13.67,21.86,12.19,32.79,1.13,35.08
19-06-2018 00:00,20-06-2018 00:00,20.88,38.49,12.08,32.48,1.18,40.15
20-06-2018 00:00,21-06-2018 00:00,41.01,85.95,12.32,33.15,1.17,48.65
21-06-2018 00:00,22-06-2018 00:00,32.67,64.63,11.59,31.18,1.1,45.01
22-06-2018 00:00,23-06-2018 00:00,30.09,56.3,11.49,30.92,1.08,50.47
23-06-2018 00:00,24-06-2018 00:00,24.91,36.62,11.57,31.12,1.03,53.85
24-06-2018 00:00,25-06-2018 00:00,19.87,30.21,11.71,31.49,0.99,57.18
25-06-2018 00:00,26-06-2018 00:00,23.04,35.5,11.63,31.25,1.05,
26-06-2018 00:00,27-06-2018 00:00,27.49,46.55,11.75,31.59,1.06,56.42
27-06-2018 00:00,28-06-2018 00:00,32.3,63.43,11.65,31.32,1.02,54.09
28-06-2018 00:00,29-06-2018 00:00,27.59,50.36,11.71,31.49,1.05,54.0
29-06-2018 00:00,30-06-2018 00:00,29.96,48.99,11.75,31.6,1.06,52.23
30-06-2018 00:00,01-07-2018 00:00,25.92,49.34,11.54,31.04,1.06,48.78
01-07-2018 00:00,02-07-2018 00:00,23.63,43.88,11.7,31.47,1.02,48.1
02-07-2018 00:00,03-07-2018 00:00,20.75,34.25,11.32,30.45,1.05,53.9
03-07-2018 00:00,04-07-2018 00:00,22.74,40.85,11.14,29.95,1.05,56.84
04-07-2018 00:00,05-07-2018 00:00,19.66,38.21,11.37,30.58,1.05,56.16
05-07-2018 00:00,06-07-2018 00:00,19.77,25.12,11.87,31.89,1.15,
06-07-2018 00:00,07-07-2018 00:00,27.54,45.87,11.92,32.07,1.11,59.23
07-07-2018 00:00,08-07-2018 00:00,20.18,31.73,11.71,31.5,1.06,59.58
08-07-2018 00:00,09-07-2018 00:00,18.87,27.37,11.14,29.97,1.03,57.91
09-07-2018 00:00,10-07-2018 00:00,26.79,43.36,11.2,30.14,1.13,59.62
10-07-2018 00:00,11-07-2018 00:00,23.17,33.95,11.24,29.98,1.16,58.74
11-07-2018 00:00,12-07-2018 00:00,25.58,43.82,11.1,29.84,1.09,
12-07-2018 00:00,13-07-2018 00:00,23.71,32.83,11.15,29.99,1.13,
13-07-2018 00:00,14-07-2018 00:00,26.13,35.7,11.14,29.96,1.13,59.57
14-07-2018 00:00,15-07-2018 00:00,23.47,43.61,11.09,29.82,1.11,55.89
15-07-2018 00:00,16-07-2018 00:00,18.0,23.96,10.9,29.31,1.07,
16-07-2018 00:00,17-07-2018 00:00,19.1,20.37,10.83,29.12,1.15,
17-07-2018 00:00,18-07-2018 00:00,20.26,26.92,11.04,29.71,1.17,
18-07-2018 00:00,19-07-2018 00:00,21.29,28.36,10.94,29.41,1.13,59.49
19-07-2018 00:00,20-07-2018 00:00,23.24,35.15,10.89,29.29,1.15,58.21
20-07-2018 00:00,21-07-2018 00:00,20.23,28.96,10.74,28.9,1.1,59.53
21-07-2018 00:00,22-07-2018 00:00,26.47,39.61,10.71,28.82,1.08,59.36
22-07-2018 00:00,23-07-2018 00:00,23.3,33.0,10.9,29.21,1.06,
23-07-2018 00:00,24-07-2018 00:00,24.9,42.83,11.22,30.08,1.11,
24-07-2018 00:00,25-07-2018 00:00,21.34,38.93,11.06,29.76,1.1,59.44
25-07-2018 00:00,26-07-2018 00:00,26.21,63.93,10.62,28.57,1.05,58.42
26-07-2018 00:00,27-07-2018 00:00,25.28,58.9,10.61,28.55,1.07,58.62
27-07-2018 00:00,28-07-2018 00:00,25.89,63.72,10.69,28.75,1.11,59.36
28-07-2018 00:00,29-07-2018 00:00,26.25,63.58,10.76,28.95,1.1,55.67
29-07-2018 00:00,30-07-2018 00:00,29.12,69.12,10.64,28.61,1.07,53.84
30-07-2018 00:00,31-07-2018 00:00,26.14,62.81,10.74,28.88,1.11,54.94
31-07-2018 00:00,01-08-2018 00:00,32.43,83.1,11.34,30.49,1.09,53.99
01-08-2018 00:00,02-08-2018 00:00,35.79,86.25,10.42,28.01,1.07,54.27
02-08-2018 00:00,03-08-2018 00:00,32.7,63.83,10.39,27.96,1.08,59.09
03-08-2018 00:00,04-08-2018 00:00,23.83,38.26,10.47,28.15,1.05,56.63
04-08-2018 00:00,05-08-2018 00:00,22.02,37.27,10.61,28.54,1.07,56.95
05-08-2018 00:00,06-08-2018 00:00,25.8,52.63,10.34,27.82,1.01,53.35
06-08-2018 00:00,07-08-2018 00:00,24.58,48.51,10.43,28.06,1.04,56.32
07-08-2018 00:00,08-08-2018 00:00,22.55,47.46,10.56,28.4,1.08,56.02
08-08-2018 00:00,09-08-2018 00:00,24.21,46.72,10.46,28.12,1.09,57.63
09-08-2018 00:00,10-08-2018 00:00,20.87,30.54,10.15,27.31,1.02,57.24
10-08-2018 00:00,11-08-2018 00:00,25.86,37.64,10.2,27.43,1.08,54.59
11-08-2018 00:00,12-08-2018 00:00,18.23,31.69,10.35,27.83,1.02,59.09
12-08-2018 00:00,13-08-2018 00:00,18.47,29.17,10.21,27.47,1.0,58.95
13-08-2018 00:00,14-08-2018 00:00,17.3,17.28,10.09,27.13,1.08,
14-08-2018 00:00,15-08-2018 00:00,26.54,31.41,10.36,27.86,1.02,58.73
15-08-2018 00:00,16-08-2018 00:00,21.46,34.5,9.99,26.86,0.99,58.03
16-08-2018 00:00,17-08-2018 00:00,22.42,29.44,9.94,26.73,1.03,
17-08-2018 00:00,18-08-2018 00:00,22.0,29.58,9.95,26.75,1.07,58.82
18-08-2018 00:00,19-08-2018 00:00,18.54,20.8,10.23,27.5,1.12,
19-08-2018 00:00,20-08-2018 00:00,18.16,23.45,9.95,26.76,1.04,58.36
20-08-2018 00:00,21-08-2018 00:00,21.26,21.2,10.01,26.91,1.09,
21-08-2018 00:00,22-08-2018 00:00,21.09,19.04,10.07,27.08,1.18,
22-08-2018 00:00,23-08-2018 00:00,19.53,20.55,10.01,26.92,1.12,59.18
23-08-2018 00:00,24-08-2018 00:00,20.67,27.82,10.01,26.94,1.16,59.02
24-08-2018 00:00,25-08-2018 00:00,17.25,26.34,9.94,26.75,1.09,57.07
25-08-2018 00:00,26-08-2018 00:00,18.26,20.35,10.01,26.91,1.09,59.22
26-08-2018 00:00,27-08-2018 00:00,15.89,14.21,10.05,27.04,1.05,
27-08-2018 00:00,28-08-2018 00:00,23.01,36.9,10.23,27.51,1.13,59.16
28-08-2018 00:00,29-08-2018 00:00,24.6,42.68,10.05,27.04,1.15,56.99
29-08-2018 00:00,30-08-2018 00:00,25.33,57.7,26.93,38.82,1.13,54.27
30-08-2018 00:00,31-08-2018 00:00,29.19,63.91,28.09,38.53,0.99,54.2
31-08-2018 00:00,01-09-2018 00:00,23.66,57.55,10.19,27.39,1.0,54.01
01-09-2018 00:00,02-09-2018 00:00,24.0,49.29,10.39,27.93,1.01,52.18
02-09-2018 00:00,03-09-2018 00:00,18.04,25.89,10.42,28.03,0.97,57.72
03-09-2018 00:00,04-09-2018 00:00,19.5,30.76,10.88,29.25,1.04,58.26
04-09-2018 00:00,05-09-2018 00:00,23.04,44.93,11.35,29.93,1.02,54.49
05-09-2018 00:00,06-09-2018 00:00,23.54,53.03,15.42,41.27,1.03,50.59
